Tipo_de_Ca,X,Y,Uso_del_Su,pH_seco,Cond_Seco,T_Seco,STD_seco,Sal_seco,CE,SAL
Aljibe,1163592.443,1773868.718,,7.29,2675.0,32.2,1312.0,1.471,2675.0,1.471
Pozo,1163468.827,1773546.4,Ganadería,7.46,2289.0,32.7,1123.0,1.259,2289.0,1.259
Pozo,1164266.294,1782788.355,Ganadería,8.72,2229.0,31.1,1093.0,1.226,2229.0,1.226
Aljibe,1165114.388,1782690.335,Ganadería,7.97,5283.0,32.3,2591.0,2.905,5283.0,2.905
Pozo,1162831.463,1782859.156,Ganadería,7.93,2135.0,33.2,1047.0,1.174,2135.0,1.174
Pozo,1165837.138,1782057.945,,6.63,2037.0,33.0,999.0,1.12,2037.0,1.12
Pozo,1164394.775,1781610.643,Ganadería,7.26,11520.0,33.9,5650.0,6.336,11520.0,6.336
Aljibe,1169533.263,1780470.919,Ganadería,7.96,765.9,33.4,375.7,0.421,765.9,0.421
Aljibe,1167068.349,1780440.847,Ganadería,8.21,1572.0,32.9,771.0,0.865,1572.0,0.865
Aljibe,1166410.51,1780136.865,,7.81,1520.0,32.7,745.5,0.836,1520.0,0.836
Aljibe,1166079.345,1779393.307,Ganadería,8.17,937.0,33.0,459.5,0.515,937.0,0.515
Pozo,1165583.978,1778762.026,Ganadería,7.97,2404.0,32.6,1179.0,1.322,2404.0,1.322
Aljibe,1166305.155,1778939.658,Ganadería,8.06,8662.0,32.2,4248.0,4.764,8662.0,4.764
Pozo,1164635.146,1778740.002,,8.04,4426.0,32.8,2171.0,2.434,4426.0,2.434
Aljibe,1176755.432,1792312.232,Ganadería,7.5,15520.0,29.9,7612.0,8.536,15520.0,8.536
Aljibe,1176511.912,1792544.671,Ganadería,7.65,7650.0,30.8,3752.0,4.207,7650.0,4.207
Pozo,1173869.554,1788223.862,Ganadería,7.37,5540.0,34.2,2717.0,3.047,5540.0,3.047
Pozo,1173212.006,1788172.86,,7.33,13930.0,33.1,6832.0,7.661,13930.0,7.661
Pozo,1171203.074,1787484.407,Ganadería,7.67,4826.0,33.5,2367.0,2.654,4826.0,2.654
Aljibe,1174184.772,1787079.052,Ganadería,7.99,9399.0,32.9,4610.0,5.169,9399.0,5.169
Aljibe,1173616.569,1786431.924,Ganadería,8.06,26400.0,33.0,12948.0,14.52,26400.0,14.52
Pozo,1174527.462,1786077.549,Ganadería,7.36,5093.0,32.6,2498.0,2.801,5093.0,2.801
Pozo,1172979.195,1784857.943,Ganadería,6.99,9027.0,32.7,4427.0,4.964,9027.0,4.964
Pozo,1172733.917,1783561.172,Ganadería,7.82,5403.0,32.6,2650.0,2.972,5403.0,2.972
Pozo,1173477.371,1782583.92,Ganadería,7.76,3384.0,33.4,1660.0,1.861,3384.0,1.861
Pozo,1171622.324,1785771.656,Ganadería,7.61,3945.0,32.8,1935.0,2.17,3945.0,2.17
Pozo,1168983.827,1786355.697,Ganadería,7.2,10240.0,33.9,5022.0,5.632,10240.0,5.632
Pozo,1167006.773,1784742.556,Ganadería,7.47,3443.0,32.7,1689.0,1.894,3443.0,1.894
Pozo,1166487.014,1785281.084,Ganadería,7.24,5601.0,32.3,2747.0,3.08,5601.0,3.08
Pozo,1166009.737,1786057.077,Ganadería,7.27,3278.0,33.7,1608.0,1.802,3278.0,1.802
Pozo,1167030.217,1786207.929,Ganadería,7.74,3794.0,32.6,1861.0,2.087,3794.0,2.087
Pozo,1186191.0,1736557.0,Forestal-Ganaderia,6.43,17800.0,32.7,8730.0,9.79,17800.0,9.79
Aljibe,1185619.0,1735224.0,Ganadería,6.74,2734.0,31.8,1341.0,1.504,2734.0,1.504
Aljibe,1185557.0,1732381.0,Forestal-Ganaderia,6.83,1501.0,29.6,736.1,0.825,1501.0,0.825
Aljibe,1185549.0,1734112.0,Forestal-Ganaderia,6.95,1843.0,29.9,903.9,1.014,1843.0,1.014
Aljibe,1180357.0,1728256.0,Forestal-Ganaderia,6.97,989.3,28.2,485.1,0.544,989.3,0.544
Aljibe,1181657.0,1728279.0,Ganadería,7.05,915.7,28.3,449.1,0.504,915.7,0.504
Aljibe,1182435.0,1729188.0,Forestal-Ganaderia,7.15,853.4,29.9,418.5,0.469,853.4,0.469
Pozo,1181592.0,1729786.0,,7.93,1199.0,34.9,588.0,0.659,1199.0,0.659
Aljibe,1183054.0,1730234.0,Forestal-Ganaderia,6.85,1618.0,29.4,793.5,0.89,1618.0,0.89
Aljibe,1183453.0,1730696.0,,7.51,1089.0,28.8,534.1,0.59,1089.0,0.59
Aljibe,1183915.0,1732879.0,Ganadería,6.95,1254.0,36.8,615.0,0.69,1254.0,0.69
Pozo,1184143.0,1734392.0,Otro,6.72,2158.0,30.5,1058.0,1.187,2158.0,1.187
Pozo,1185992.0,1737775.0,Agricultura-Ganadería,7.05,1352.0,30.6,663.1,0.743,1352.0,0.743
Pozo,1172504.0,1730792.0,Forestal-Ganaderia,7.29,1039.0,29.6,509.6,0.571,1039.0,0.571
Pozo,1171083.0,1730811.0,Forestal-Ganaderia,7.82,1261.0,28.2,618.4,0.693,1261.0,0.693
Pozo,1175211.0,1731649.0,Ganadería,6.8,1650.0,30.6,809.2,0.907,1650.0,0.907
Aljibe,1175994.0,1731926.0,,7.24,1307.0,30.3,641.0,0.719,1307.0,0.719
Pozo,1176275.0,1731357.0,Agricultura-Ganadería,7.37,1096.0,34.1,537.5,0.603,1096.0,0.603
Aljibe,1177626.0,1728428.0,Forestal,6.97,822.5,29.7,403.4,0.452,822.5,0.452
Pozo,1177048.0,1730585.0,,6.99,1239.0,31.3,607.6,0.681,1239.0,0.681
Aljibe,1179214.0,1728333.0,Otro,6.92,851.7,28.5,417.7,0.468,851.7,0.468
Aljibe,1179227.0,1728807.0,,7.53,911.4,32.2,447.0,0.501,911.4,0.501
Aljibe,1178945.0,1729403.0,Forestal-Ganaderia,7.15,1031.0,32.5,505.6,0.567,1031.0,0.567
Aljibe,1178828.0,1729973.0,Ganadería,7.13,2647.0,30.2,1298.0,1.456,2647.0,1.456
Aljibe,1178638.0,1730187.0,Ganadería,6.93,1702.0,31.7,834.7,0.936,1702.0,0.936
Aljibe,1178157.0,1730678.0,Ganadería,7.38,1819.0,33.1,892.1,1.0,1819.0,1.0
Aljibe,1177998.0,1731285.0,Ganadería,6.76,824.5,31.6,404.3,0.455,824.5,0.455
Pozo,1177135.0,1732168.0,Ganadería,6.94,1333.0,32.4,653.7,0.733,1333.0,0.733
Aljibe,1173473.0,1731183.0,,7.02,2338.0,30.1,1147.0,1.286,2338.0,1.286
Aljibe,1173209.0,1731003.0,Otro,6.88,2844.0,31.2,1395.0,1.564,2844.0,1.564
Aljibe,1172958.0,1732683.0,Ganadería,6.97,1791.0,30.9,878.4,0.985,1791.0,0.985
Aljibe,1173523.0,1732994.0,Ganadería,6.91,1352.0,30.7,663.1,0.744,1352.0,0.744
Aljibe,1173815.0,1733110.0,Ganadería,7.11,742.1,30.7,364.0,0.408,742.1,0.408
Aljibe,1174240.0,1733280.0,Forestal-Ganaderia,7.17,747.7,30.8,366.7,0.411,747.7,0.411
Aljibe,1174165.0,1732140.0,Ganadería,6.85,2719.0,31.1,1333.0,1.496,2719.0,1.496
Aljibe,1174558.0,1731865.0,Forestal-Ganaderia,7.86,5608.0,31.2,2750.0,3.084,5608.0,3.084
Aljibe,1174947.0,1733026.0,Ganadería,7.62,1181.0,30.5,579.2,0.65,1181.0,0.65
Pozo,1175133.0,1732677.0,Ganadería,7.07,1122.0,31.1,550.3,0.617,1122.0,0.617
Aljibe,1177120.0,1732952.0,,6.93,934.3,30.5,458.2,0.514,934.3,0.514
Pozo,1177609.0,1736801.0,Ganadería,7.09,1101.0,36.1,540.0,0.606,1101.0,0.606
Aljibe,1177352.0,1736073.0,,6.66,5167.0,30.5,2534.0,2.842,5167.0,2.842
Pozo,1177431.0,1735018.0,Ganadería,5.61,811.0,30.6,397.7,0.446,811.0,0.446
Pozo,1176956.0,1733614.0,,7.18,1054.0,33.2,516.9,0.58,1054.0,0.58
Aljibe,1177722.0,1732395.0,,7.05,886.7,30.5,434.9,0.477,886.7,0.477
Pozo,1178618.0,1732898.0,Ganadería,7.45,929.8,32.2,456.0,0.511,929.8,0.511
Aljibe,1178750.0,1732713.0,,7.41,2923.0,30.0,1433.5,1.608,2923.0,1.608
Pozo,1178797.0,1736037.0,,8.57,504.5,29.9,247.4,0.277,504.5,0.277
Pozo,1181340.0,1731008.0,Forestal-Ganaderia,7.11,2317.0,29.9,1136.0,1.274,2317.0,1.274
Aljibe,1180402.0,1737666.0,,6.88,1807.0,28.6,886.2,0.993,1807.0,0.993
Pozo,1180920.0,1733650.0,Ganadería,7.16,754.9,31.8,370.2,0.415,754.9,0.415
Aljibe,1182428.0,1728254.0,,7.17,1006.0,27.3,493.4,0.553,1006.0,0.553
Aljibe,1182538.0,1730015.0,,7.78,3421.0,32.2,1678.0,1.88155,3421.0,1.8816
Pozo,1179191.0,1732867.0,Ganadería,6.89,1727.0,29.9,847.0,0.95,1727.0,0.95
Pozo,1185700.0,1741270.0,,7.73,2207.0,31.2,1082.0,1.214,2207.0,1.214
Pozo,1183859.0,1742533.0,Ganadería,7.16,2299.0,31.1,1127.0,1.265,2299.0,1.265
Pozo,1186380.0,1739203.0,,6.41,18740.0,30.6,9191.0,10.31,18740.0,10.31
Pozo,1199890.638,1749120.545,Forestal,7.51,2932.0,30.3,1437.0,1.575,2932.0,1.575
Pozo,1200470.198,1748616.951,Forestal,7.51,2747.0,31.2,1346.0,1.473,2747.0,1.473
Pozo,1200047.989,1743889.116,Ganadería,7.55,3355.0,31.3,1645.0,1.808,3355.0,1.808
Pozo,1199945.957,1743710.167,Forestal,6.9,3052.0,30.4,1496.0,1.641,3052.0,1.641
Pozo,1200003.406,1742293.289,Forestal,7.01,5767.0,31.1,2826.0,3.178,5767.0,3.178
Pozo,1197695.351,1742629.338,Ganadería,7.16,2015.0,30.2,987.8,1.076,2015.0,1.076
Aljibe,1201142.744,1741092.27,Forestal,7.42,672.6,30.4,330.1,0.378,672.6,0.378
Aljibe,1202072.191,1740464.843,Ganadería,6.78,2457.0,32.3,1204.0,1.315,2457.0,1.315
Pozo,1202469.125,1740076.924,Ganadería,6.8,5969.0,30.8,2925.0,3.295,5969.0,3.295
Pozo,1198739.582,1739143.495,Forestal,7.63,1471.0,31.1,721.1,0.788,1471.0,0.788
Pozo,1199298.698,1735611.594,Forestal,7.24,2690.0,31.1,1319.0,1.442,2690.0,1.442
Aljibe,1199431.783,1734708.594,Ganadería,6.81,1771.0,31.2,868.3,0.947,1771.0,0.947
Aljibe,1200557.67,1734718.696,Ganadería,6.49,16000.0,30.7,7842.0,9.434,16000.0,9.434
Aljibe,1201965.739,1733294.923,Ganadería,8.06,3808.0,30.2,1866.0,2.06,3808.0,2.06
Pozo,1202068.269,1733400.094,Ganadería,7.07,2357.0,30.5,1156.0,1.261,2357.0,1.261
Aljibe,1199231.686,1733210.193,Forestal,6.7,5170.0,29.8,2534.0,2.833,5170.0,2.833
Pozo,1198393.372,1732823.794,Ganadería,6.28,13740.0,30.4,6732.0,8.003,13740.0,8.003
Pozo,1198874.779,1732522.425,Forestal,5.53,1781.0,29.2,869.8,0.949,1781.0,0.949
Aljibe,1200681.392,1743521.119,Ganadería,7.37,1840.0,30.8,901.9,0.983,1840.0,0.983
Pozo,1201587.126,1743751.269,Ganadería,6.99,2856.0,29.9,1400.0,1.532,2856.0,1.532
Aljibe,1197199.097,1734055.339,Ganadería,6.94,3181.0,30.7,1559.0,1.712,3181.0,1.712
Aljibe,1202150.092,1730043.492,Ganadería,6.83,828.8,32.6,406.6,0.457,828.8,0.457
Pozo,1201356.684,1731200.589,Ganadería,7.22,928.8,0.0,455.6,0.507,928.8,0.507
Aljibe,1202281.649,1731326.295,Ganadería,6.67,2538.0,30.2,1244.0,1.358,2538.0,1.358
Aljibe,1203939.033,1733218.251,Ganadería,6.75,3094.0,31.2,1517.0,1.664,3094.0,1.664
Aljibe,1203247.916,1731639.823,Ganadería,6.52,8503.0,31.5,4167.0,4.79,8503.0,4.79
Pozo,1200129.042,1747876.966,Forestal,7.76,1115.0,0.0,546.6,0.603,1115.0,0.603
Pozo,1199415.717,1745529.877,Forestal,7.42,1302.0,31.1,638.7,0.7,1302.0,0.7
Pozo,1201140.105,1731857.126,Ganadería,6.98,895.5,29.7,439.3,0.491,895.5,0.491
Aljibe,1199748.448,1731129.068,Ganadería,6.78,1862.0,30.2,913.1,0.995,1862.0,0.995
Pozo,1202837.285,1730816.391,Ganadería,6.82,1755.0,30.7,860.2,0.938,1755.0,0.938
Pozo,1202347.922,1730923.981,Ganadería,6.84,1250.0,31.4,613.2,0.673,1250.0,0.673
Pozo,1198117.38,1729345.148,Ganadería,7.51,1456.0,30.7,714.1,0.781,1456.0,0.781
Pozo,1198701.082,1729198.109,Ganadería,7.3,1726.0,32.1,846.1,0.922,1726.0,0.922
Pozo,1198393.699,1727357.831,Forestal,7.59,766.7,33.6,376.2,0.426,766.7,0.426
Manantial,1198757.658,1724943.737,Forestal,7.62,611.3,27.3,300.1,0.347,611.3,0.347
Aljibe,1198692.98,1726080.799,Forestal,7.0,468.9,27.9,230.3,0.277,468.9,0.277
Manantial,1197561.853,1725391.382,Forestal,7.21,580.1,26.3,284.8,0.332,580.1,0.332
Aljibe,1199620.398,1726815.116,Ganadería,7.03,765.4,28.7,375.5,0.425,765.4,0.425
Aljibe,1201145.01,1727187.351,Forestal,7.02,745.5,28.2,365.8,0.415,745.5,0.415
Manantial,1197606.234,1727067.094,Forestal,6.88,767.4,28.6,376.5,0.426,767.4,0.426
Aljibe,1197400.681,1726429.475,Forestal,6.87,1072.0,29.7,525.8,0.582,1072.0,0.582
Manantial,1196978.316,1725999.581,Forestal,7.61,471.4,25.4,231.5,0.278,471.4,0.278
Manantial,1196125.869,1727402.363,Forestal,6.86,720.0,27.4,353.3,0.402,720.0,0.402
Aljibe,1195491.694,1728861.817,Ganadería,7.61,1243.0,29.4,609.6,0.669,1243.0,0.669
Aljibe,1195612.997,1730378.123,Forestal,7.1,5240.0,29.7,2568.0,2.873,5240.0,2.873
Manantial,1194219.651,1727891.909,Forestal,6.85,687.0,27.2,337.1,0.385,687.0,0.385
Manantial,1192390.619,1728176.051,Forestal,7.15,677.0,27.9,332.2,0.38,677.0,0.38
Aljibe,1190812.714,1730140.24,Ganadería,7.22,1483.0,29.3,727.3,0.795,1483.0,0.795
Manantial,1190630.663,1730129.938,Forestal,7.77,613.9,28.5,301.3,0.349,613.9,0.349
Aljibe,1190407.907,1731355.184,Forestal,6.85,894.5,28.2,438.8,0.49,894.5,0.49
Aljibe,1193508.067,1729621.444,Forestal,6.73,4463.0,29.5,2188.0,2.43,4463.0,2.43
Aljibe,1193749.437,1729862.68,Ganadería,7.03,5438.0,30.2,2665.0,2.987,5438.0,2.987
Manantial,1193857.001,1729641.989,Forestal,7.12,809.0,29.2,396.9,0.447,809.0,0.447
Aljibe,1193735.316,1729183.208,Forestal,6.98,949.2,29.1,465.6,0.518,949.2,0.518
Pozo,1195873.082,1739467.015,Forestal,7.47,1855.0,31.4,909.4,0.991,1855.0,0.991
Pozo,1195408.759,1738981.521,Forestal,6.98,1668.0,30.4,817.9,0.891,1668.0,0.891
Pozo,1197921.976,1736909.6,Forestal,7.36,3608.0,30.6,1768.0,1.949,3608.0,1.949
Aljibe,1194683.691,1730965.797,Forestal,6.96,1251.0,29.7,613.5,0.674,1251.0,0.674
Aljibe,1191747.97,1738187.717,Ganadería,7.24,641.2,30.0,314.7,0.363,641.2,0.363
Pozo,1190292.825,1738464.909,Forestal,6.93,3992.0,31.5,1956.0,2.164,3992.0,2.164
Aljibe,1190439.4,1737291.471,Forestal,7.34,622.6,30.6,305.6,0.353,622.6,0.353
Pozo,1190517.738,1736366.63,Forestal,6.85,2949.0,30.6,1445.0,1.584,2949.0,1.584
Aljibe,1189977.563,1736369.566,Forestal,7.4,8447.0,30.7,4140.0,4.757,8447.0,4.757
Aljibe,1190914.948,1733365.587,Forestal,7.19,1158.0,29.6,567.7,0.625,1158.0,0.625
Aljibe,1187548.523,1732976.838,Ganadería,7.23,589.7,28.7,289.5,0.337,589.7,0.337
Pozo,1187589.646,1732691.191,Ganadería,7.02,609.2,28.1,299.0,0.346,609.2,0.346
Aljibe,1186781.98,1730669.904,Forestal,7.22,600.5,27.0,294.7,0.342,600.5,0.342
Aljibe,1186583.465,1735578.005,Ganadería,6.93,1313.0,28.2,644.1,0.706,1313.0,0.706
Pozo,1193441.852,1744078.808,Ganadería,7.48,2746.0,28.1,1346.0,1.47,2746.0,1.47
Aljibe,1204649.479,1747841.267,Forestal,6.95,4138.0,30.1,2028.0,2.246,4138.0,2.246
Pozo,1206172.397,1747844.986,Forestal,7.24,3049.0,30.2,1494.0,1.638,3049.0,1.638
Aljibe,1205783.08,1745659.653,Forestal,7.02,3356.0,29.9,1645.0,1.809,3356.0,1.809
Pozo,1208455.862,1747069.794,Ganadería,6.7,1237.0,30.1,606.7,0.666,1237.0,0.666
Pozo,1207401.666,1747754.624,Ganadería,7.05,5163.0,31.0,2530.0,2.829,5163.0,2.829
Pozo,1209163.13,1747012.961,Ganadería,6.84,1947.0,29.8,954.5,1.04,1947.0,1.04
Pozo,1208538.003,1745649.954,Ganadería,7.22,975.7,30.7,478.6,0.532,975.7,0.532
Pozo,1208417.708,1745025.059,Ganadería,7.12,961.6,30.5,471.7,0.525,961.6,0.525
Aljibe,1208037.349,1744266.262,Ganadería,6.95,1650.0,30.3,808.9,0.883,1650.0,0.883
Aljibe,1209121.722,1743624.673,Ganadería,7.95,5208.0,33.5,2552.0,2.855,5208.0,2.855
Pozo,1206739.385,1743234.027,Ganadería,6.68,10260.0,30.7,5029.0,5.856,10260.0,5.856
Pozo,1204595.967,1744376.128,Ganadería,7.26,3124.0,30.4,1531.0,1.68,3124.0,1.68
Pozo,1204178.656,1743214.419,Ganadería,7.14,7631.0,30.7,3739.0,4.269,7631.0,4.269
Pozo,1204753.94,1741514.928,Ganadería,6.58,9003.0,30.6,4412.0,5.09,9003.0,5.09
Pozo,1203700.048,1745458.689,Ganadería,7.0,1247.0,31.7,611.6,0.672,1247.0,0.672
Pozo,1203079.257,1747646.709,Ganadería,6.98,2726.0,32.4,1336.0,1.461,2726.0,1.461
Pozo,1198434.944,1779642.151,Forestal,7.4,3776.0,32.6,1851.0,2.648,3776.0,2.648
Pozo,1200639.155,1775751.963,Forestal,7.39,8795.0,33.9,4310.0,4.964,8795.0,4.964
Pozo,1198550.996,1783270.6,Forestal,7.17,7545.0,25.0,3697.0,4.272,7545.0,4.272
Pozo,1200988.683,1790006.989,Forestal,7.0,1335.0,25.0,654.7,0.717,1335.0,0.717
Pozo,1201980.329,1784793.193,Forestal,7.36,3349.0,33.7,1642.0,1.804,3349.0,1.804
Pozo,1207848.777,1781794.689,Forestal,7.36,3836.0,34.1,1880.0,2.076,3836.0,2.076
Aljibe,1198231.971,1784814.931,Forestal,7.05,1178.0,31.6,578.0,0.636,1178.0,0.636
Aljibe,1199274.09,1784849.332,Forestal,7.27,1430.0,32.3,701.3,0.766,1430.0,0.766
Aljibe,1199242.419,1785528.556,Forestal,7.43,1234.0,32.1,605.3,0.665,1234.0,0.665
Aljibe,1200483.514,1784319.175,Forestal,7.18,1484.0,32.8,727.8,0.794,1484.0,0.794
Aljibe,1200455.148,1782625.019,Forestal,7.46,1260.0,32.5,618.1,0.678,1260.0,0.678
Pozo,1201393.364,1781877.914,Forestal,7.33,3329.0,32.8,1632.0,1.794,3329.0,1.794
Pozo,1204628.648,1775648.922,Forestal,7.13,11480.0,33.6,5614.0,6.585,11480.0,6.585
Pozo,1196141.957,1776116.681,Forestal,7.33,5146.0,33.1,2522.0,2.819,5146.0,2.819
Aljibe,1196519.231,1783036.222,Forestal,7.51,2492.0,32.9,1222.0,1.334,2492.0,1.334
Aljibe,1195056.594,1779531.483,Forestal,7.56,3754.0,32.3,1840.0,2.031,3754.0,2.031
Aljibe,1201464.531,1788131.663,Forestal,6.81,4796.0,33.9,2350.0,2.62,4796.0,2.62
Aljibe,1203161.305,1788118.254,Forestal,7.57,4701.0,32.3,2304.0,2.565,4701.0,2.565
Aljibe,1202540.639,1788968.835,Forestal,6.72,852.4,33.1,418.2,0.469,852.4,0.469
Aljibe,1202639.688,1787733.58,Forestal,6.85,2786.0,33.2,1366.0,1.495,2786.0,1.495
Aljibe,1204672.126,1786003.859,Forestal,7.0,5717.0,33.0,2802.0,3.149,5717.0,3.149
Aljibe,1201801.153,1789465.087,Forestal,7.11,1111.0,33.1,544.9,0.601,1111.0,0.601
Pozo,1202920.143,1790222.629,Forestal,6.98,1450.0,35.0,710.8,0.776,1450.0,0.776
Aljibe,1203209.051,1789600.438,Forestal,7.15,1447.0,25.0,709.6,0.775,1447.0,0.775
Aljibe,1200454.586,1790606.067,Forestal,6.85,12260.0,33.1,6005.0,7.08,12260.0,7.08
Aljibe,1200319.681,1789461.519,Forestal,7.13,2546.0,33.1,1248.0,1.363,2546.0,1.363
Pozo,1201936.983,1770069.749,Forestal,7.37,17620.0,32.4,8635.0,10.47,17620.0,10.47
Aljibe,1205066.849,1770336.16,Forestal,7.62,27650.0,33.1,13550.0,17.12,27650.0,17.12
Pozo,1199016.69,1765464.082,Forestal,7.87,7762.0,38.7,3804.0,4.343,7762.0,4.343
Pozo,1202449.988,1792141.023,Forestal,7.44,12650.0,34.1,6199.0,7.323,12650.0,7.323
Pozo,1202343.33,1790861.365,Forestal,7.89,2383.0,35.2,1168.0,1.274,2383.0,1.274
Pozo,1203021.911,1793605.162,Forestal,7.2,11140.0,33.3,5458.0,6.39,11140.0,6.39
Aljibe,1204507.468,1792065.549,Forestal,5.35,5839.0,33.3,2862.0,3.219,5839.0,3.219
Aljibe,1205054.598,1791792.511,Forestal,7.51,4129.0,25.0,2024.0,2.239,4129.0,2.239
Pozo,1207846.899,1793262.512,Forestal,7.19,2398.0,25.0,1176.0,1.281,2398.0,1.281
Pozo,1209126.748,1795263.531,Forestal,5.56,1172.0,33.7,574.8,0.632,1172.0,0.632
Pozo,1212099.439,1794681.43,Forestal,7.78,934.8,32.5,458.6,0.511,934.8,0.511
Aljibe,1211879.835,1799688.385,Forestal,6.98,8678.0,33.3,4252.0,4.896,8678.0,4.896
Aljibe,1213007.293,1801743.944,Forestal,7.0,3187.0,32.5,1562.0,1.715,3187.0,1.715
Aljibe,1209478.1,1785965.518,Forestal,7.14,10950.0,32.7,5365.0,6.271,10950.0,6.271
Aljibe,1208788.02,1786741.747,Forestal,7.1,10520.0,32.6,5153.0,6.009,10520.0,6.009
Aljibe,1213651.779,1782744.411,Forestal,7.27,8388.0,33.1,4111.0,4.722,8388.0,4.722
Pozo,1213557.848,1794928.339,Forestal,7.48,1298.0,33.3,636.3,0.698,1298.0,0.698
Pozo,1215592.267,1797682.138,Forestal,6.86,14710.0,32.7,7211.0,8.62,14710.0,8.62
Aljibe,1206211.159,1799068.344,Forestal,8.22,1596.0,25.0,782.7,0.853,1596.0,0.853
Pozo,1207984.859,1784083.02,Forestal,7.23,4490.0,32.7,2201.0,2.446,4490.0,2.446
Aljibe,1215197.207,1779287.016,Forestal,7.54,11740.0,32.4,5752.0,6.76,11740.0,6.76
Pozo,1224126.799,1771685.143,Forestal,7.36,8472.0,32.9,4152.0,4.772,8472.0,4.772
Aljibe,1225226.238,1773928.433,Forestal,7.18,5441.0,32.0,2667.0,2.99,5441.0,2.99
Pozo,1218819.235,1761590.233,Forestal,7.92,13060.0,32.3,6401.0,7.581,13060.0,7.581
Aljibe,1219210.756,1785169.388,Forestal,6.97,13480.0,25.0,6605.0,7.815,13480.0,7.815
Aljibe,1218025.476,1783943.403,Forestal,7.12,8960.0,25.0,4391.0,5.052,8960.0,5.052
Pozo,1299448.904,1827173.554,Forestal,7.83,2645.0,35.2,1296.0,1.416,2645.0,1.416
Aljibe,1129025.0,1742520.0,Ganadería,7.58,2325.0,30.9,1140.0,1.247,2325.0,1.247
Aljibe,1128650.0,1739772.0,Ganadería,7.03,7715.0,30.7,3781.0,4.321,7715.0,4.321
Aljibe,1127884.0,1741644.0,Ganadería,6.83,1992.0,31.2,976.8,1.063,1992.0,1.063
Pozo,1129005.0,1741585.0,Ganadería,6.74,480.2,29.3,235.8,0.283,480.2,0.283
Pozo,1128920.0,1741104.0,Ganadería,6.39,447.0,30.3,219.5,0.267,447.0,0.267
Aljibe,1164648.0,1738543.0,,7.65,1035.0,29.5,507.9,0.563,1035.0,0.563
Pozo,1165659.0,1743170.0,Agricultura,7.22,893.4,29.3,438.3,0.49,893.4,0.49
Aljibe,1164418.0,1741384.0,,7.19,705.0,30.6,345.9,0.395,705.0,0.395
Aljibe,1165100.0,1738585.0,Agricultura-Ganadería,7.19,1147.0,30.9,562.7,0.62,1147.0,0.62
Aljibe,1164730.0,1739192.0,Ganadería,7.09,832.9,29.9,408.6,0.458,832.9,0.458
Pozo,1165203.0,1733329.0,Urbano,7.4,1433.0,29.4,702.5,0.768,1433.0,0.768
Aljibe,1161777.0,1734795.0,Otro,7.59,1886.0,30.0,924.6,1.008,1886.0,1.008
Pozo,1160949.0,1734988.0,Otro,7.68,1588.0,32.4,778.7,0.85,1588.0,0.85
Pozo,1157540.0,1734858.0,Otro,7.57,11630.0,30.7,5701.0,6.69,11630.0,6.69
Pozo,1156488.0,1733311.0,Otro,6.88,3895.0,30.7,1909.0,2.109,3895.0,2.109
Pozo,1156787.0,1729932.0,Otro,7.02,36830.0,31.6,1805.0,23.47,36830.0,23.47
Aljibe,1156951.0,1729038.0,Otro,7.0,2424.0,31.3,1188.0,1.295,2424.0,1.295
Pozo,1151278.0,1738841.0,Otro,7.37,4229.0,33.0,2073.0,2.297,4229.0,2.297
Aljibe,1147951.0,1738315.0,Rancheria-Ganaderia,6.61,1555.0,30.8,762.4,0.832,1555.0,0.832
Pozo,1154237.0,1737063.0,Rancheria-Ganaderia,7.54,2868.0,37.6,1522.0,1.669,2868.0,1.669
Aljibe,1151332.0,1745723.0,Otro,7.31,2130.0,30.0,1044.0,1.138,2130.0,1.138
Aljibe,1149519.0,1748362.0,Otro,7.05,1410.0,30.9,691.4,0.757,1410.0,0.757
Pozo,1149689.0,1748731.0,Rancheria-Ganaderia,7.23,4076.0,31.5,1998.0,2.212,4076.0,2.212
Pozo,1153062.0,1740796.0,Rancheria-Ganaderia,6.94,1101.0,30.1,539.9,0.596,1101.0,0.596
Pozo,1157370.0,1743580.0,Rancheria-Ganaderia,6.77,5692.0,31.4,2789.0,3.133,5692.0,3.133
Pozo,1156932.0,1737335.0,Rancheria-Ganaderia,7.27,1290.0,31.7,632.8,0.694,1290.0,0.694
Aljibe,1157906.0,1735795.0,Otro,7.48,3523.0,30.3,1727.0,1.902,3523.0,1.902
Aljibe,1164864.0,1732228.0,Ganadería,7.57,828.6,29.1,406.5,0.457,828.6,0.457
Pozo,1164511.0,1732119.0,Ganadería,7.07,2898.0,29.3,1420.0,1.555,2898.0,1.555
Pozo,1163732.0,1732332.0,Agricultura-Ganadería,6.92,3637.0,29.9,1782.0,1.764,3637.0,1.764
Aljibe,1142230.0,1732800.0,,6.95,16080.0,30.1,7881.0,9.483,16080.0,9.483
Aljibe,1142879.0,1732996.0,Ganadería,7.49,379.6,29.7,186.5,0.234,379.6,0.234
Aljibe,1144997.0,1734078.0,,5.73,418.3,30.8,205.4,0.253,418.3,0.253
Aljibe,1144743.0,1734297.0,Ganadería,7.06,1731.0,30.5,848.5,0.926,1731.0,0.926
Aljibe,1146582.0,1734743.0,Otro,7.64,2231.0,29.8,1094.0,1.193,2231.0,1.193
Pozo,1147031.0,1734231.0,Ganadería,7.04,924.3,30.9,453.4,0.505,924.3,0.505
