Tipo_de_Ca,X,Y,Uso_del_Su,pH_seco,Cond_Seco,T_Seco,STD_seco,Sal_seco,CE,SAL
Aljibe,1263734.0,1851201.0,Forestal,7.86,1906.0,28.8,934.6,1.018,1906.0,1.018
Aljibe,1263576.0,1849769.0,Forestal,7.08,2322.0,29.1,1138.0,1.242,2322.0,1.242
Aljibe,1263651.0,1849175.0,Forestal,7.26,1818.0,30.3,891.3,0.972,1818.0,0.972
Aljibe,1263518.0,1848786.0,Forestal,7.56,2083.0,29.5,1021.0,1.114,2083.0,1.114
Aljibe,1264176.0,1848583.0,Forestal,7.41,3195.0,31.1,1566.0,1.72,3195.0,1.72
Aljibe,1263851.0,1846837.0,Forestal,7.65,2100.0,30.6,1030.0,1.122,2100.0,1.122
Aljibe,1263842.0,1846486.0,Forestal,7.85,2130.0,30.4,1044.0,1.139,2130.0,1.139
Aljibe,1265303.0,1848976.0,Forestal,6.83,9011.0,32.0,4416.0,5.091,9011.0,5.091
Aljibe,1265037.0,1849695.0,Forestal,7.22,3359.0,31.3,1646.0,1.811,3359.0,1.811
Aljibe,1266303.0,1848748.0,Forestal,7.26,3702.0,30.9,1814.0,2.001,3702.0,2.001
Aljibe,1262684.0,1849899.0,Forestal,7.31,3982.0,30.1,1952.0,2.159,3982.0,2.159
Aljibe,1264728.0,1850368.0,Forestal,7.41,3808.0,30.8,1866.0,2.061,3808.0,2.061
Aljibe,1266835.0,1849075.0,Forestal,7.17,3980.0,31.2,1950.0,2.157,3980.0,2.157
Aljibe,1267137.0,1848073.0,Forestal,7.13,3884.0,30.7,1904.0,2.104,3884.0,2.104
Aljibe,1267855.0,1845136.0,Forestal,7.03,6320.0,30.8,3097.0,3.499,6320.0,3.499
Aljibe,1269177.0,1848909.0,Forestal,7.17,7613.0,30.8,3731.0,4.26,7613.0,4.26
Aljibe,1269946.0,1848026.0,Forestal,7.44,2691.0,30.2,1319.0,1.442,2691.0,1.442
Aljibe,1271596.0,1848750.0,Forestal,6.91,15650.0,30.4,7669.0,9.209,15650.0,9.209
Aljibe,1274666.0,1850295.0,Forestal,7.49,36050.0,30.8,17670.0,22.91,36050.0,22.91
Aljibe,1273686.0,1846381.0,Forestal,7.41,16400.0,29.2,8034.0,9.678,16400.0,9.678
Aljibe,1260553.0,1850751.0,Forestal,7.38,10950.0,29.2,5364.0,5.27,10950.0,5.27
Aljibe,1209471.0,1843392.0,Forestal,7.58,38850.0,28.7,19030.0,24.85,38850.0,24.85
Aljibe,1213655.0,1845554.0,Forestal,7.13,14590.0,28.3,7149.0,8.53,14590.0,8.53
Aljibe,1215209.0,1837784.0,Forestal,6.94,5345.0,30.9,2619.0,2.934,5345.0,2.934
Aljibe,1217164.0,1842146.0,Forestal,6.82,2837.0,31.5,1390.0,1.522,2837.0,1.522
Aljibe,1211976.0,1809848.0,Forestal,7.26,3410.0,32.5,1671.0,1.839,3410.0,1.839
Aljibe,1223175.0,1810991.0,Forestal,7.24,1390.0,31.9,681.8,0.746,1390.0,0.746
Aljibe,1225897.0,1808369.0,Forestal,7.36,33330.0,30.7,16330.0,21.0,33330.0,21.0
Aljibe,1228178.0,1809676.0,Forestal,7.0,2601.0,30.2,1275.0,1.393,2601.0,1.393
Aljibe,1228236.0,1812094.0,Forestal,7.14,8873.0,30.9,4348.0,5.013,8873.0,5.013
Pozo,1227387.0,1815279.0,Forestal,8.42,1542.0,29.4,756.2,0.826,1542.0,0.826
Pozo,1228264.0,1815304.0,Forestal,7.39,1017.0,32.4,499.0,0.553,1017.0,0.553
Pozo,1231122.0,1817406.0,Forestal,7.5,6586.0,32.6,3228.0,3.655,6586.0,3.655
Aljibe,1225882.0,1807515.0,Forestal,7.6,9183.0,32.5,4500.0,5.199,9183.0,5.199
Aljibe,1222815.0,1808222.0,Forestal,7.07,2653.0,33.1,1300.0,1.421,2653.0,1.421
Aljibe,1224287.0,1809399.0,Forestal,7.8,7174.0,31.5,3516.0,4.001,7174.0,4.001
Aljibe,1223798.0,1810258.0,Forestal,7.63,3667.0,34.4,1797.0,1.98,3667.0,1.98
Pozo,1143557.0,1776214.0,Forestal,7.56,5481.0,32.7,2686.0,3.012,5481.0,3.012
Manantial,1268058.0,1868440.0,Otro,7.97,2627.0,28.3,1090.0,1.438,2627.0,1.438
Aljibe,1272687.0,1865508.0,Ganadería,8.06,415.3,29.9,200.7,0.248,415.3,0.248
Aljibe,1268463.0,1860028.0,Ganadería,7.65,5389.0,27.3,2641.0,2.956,5389.0,2.956
Aljibe,1258438.0,1852567.0,Ganadería,7.08,6379.0,31.1,3121.0,3.54,6379.0,3.54
Manantial,1255240.0,1851916.0,Forestal,7.3,25870.0,29.2,12680.0,15.92,25870.0,15.92
Aljibe,1239618.0,1856381.0,Ganadería,7.38,709.2,30.8,348.0,0.398,709.2,0.398
Manantial,1242984.0,1839500.0,Ganadería,9.47,1571.0,28.4,770.2,0.841,1571.0,0.841
Aljibe,1238775.0,1836552.0,Ganadería,7.31,1849.0,29.3,906.4,0.991,1849.0,0.991
Manantial,1206843.0,1843292.0,Otro,8.22,59830.0,28.3,29320.0,40.36,59830.0,40.36
Aljibe,1210027.0,1843924.0,Ganadería,7.29,20340.0,30.5,9966.0,12.27,20340.0,12.27
Aljibe,1250944.0,1810178.0,Ganadería,7.65,1175.0,29.1,1066.0,1.164,1175.0,1.164
Aljibe,1256713.0,1818997.0,Ganadería,7.16,1115.0,31.8,545.9,0.603,1115.0,0.603
Aljibe,1256549.0,1818828.0,Ganadería,7.14,2164.0,31.1,1061.0,1.16,2164.0,1.16
Pozo,1256976.0,1819569.0,Ganadería,7.04,1387.0,31.2,680.1,0.746,1387.0,0.746
Aljibe,1255961.0,1818282.0,Ganadería,7.09,2708.0,30.3,1328.0,1.455,2708.0,1.455
Aljibe,1258485.0,1824590.0,Ganadería,7.34,2197.0,30.3,1077.0,1.178,2197.0,1.178
Aljibe,1250521.0,1824670.0,Ganadería,7.06,7058.0,30.9,3459.0,3.944,7058.0,3.944
Pozo,1265394.0,1815294.0,Ganadería,7.17,2278.0,31.1,1117.0,1.222,2278.0,1.222
Aljibe,1264249.0,1818587.0,Ganadería,6.75,4937.0,30.7,2420.0,2.708,4937.0,2.708
Aljibe,1267423.0,1822406.0,Ganadería,6.92,4273.0,31.8,2094.0,2.331,4273.0,2.331
Aljibe,1276691.0,1820402.0,Ganadería,7.54,4543.0,29.5,2233.0,2.487,4543.0,2.487
Pozo,1154325.0,1716806.0,,7.07,1006.0,32.6,493.5,0.547,1006.0,0.547
Pozo,1155067.0,1716782.0,,6.8,500.1,32.2,245.5,0.293,500.1,0.293
Pozo,1155840.0,1717576.0,,7.0,58.31,32.5,29.07,0.085,58.31,0.085
Pozo,1156593.0,1718279.0,,7.29,1148.0,32.9,562.9,0.62,1148.0,0.62
Pozo,1157135.0,1718822.0,Otro,7.19,1494.0,30.6,732.6,0.801,1494.0,0.801
Pozo,1158157.0,1719956.0,Otro,7.84,433.1,30.8,212.7,0.26,433.1,0.26
Pozo,1158472.0,1720222.0,Otro,7.24,1398.0,31.2,685.3,0.75,1398.0,0.75
Pozo,1158998.0,1720451.0,Otro,7.4,1367.0,30.9,670.2,0.734,1367.0,0.734
Pozo,1159932.0,1722134.0,Otro,7.5,2398.0,32.4,1176.0,1.283,2398.0,1.283
Pozo,1160140.0,1723072.0,Otro,7.05,330.8,30.6,162.6,0.21,330.8,0.21
Pozo,1161699.0,1722694.0,Otro,8.15,1305.0,31.5,640.0,0.702,1305.0,0.702
Pozo,1161203.0,1723101.0,Otro,8.12,874.6,30.7,429.1,0.48,874.6,0.48
Pozo,1106426.0,1742898.0,Ganadería,6.76,1639.0,30.2,803.4,0.877,1639.0,0.877
Pozo,1106150.0,1740538.0,Ganadería,8.02,4935.0,30.7,2419.0,2.699,4935.0,2.699
Manantial,1301184.544,1838226.927,Agricultura,6.9,576.7,28.1,283.1,0.33,576.7,0.33
Aljibe,1301478.031,1838395.361,Agricultura,7.41,1148.0,27.5,562.9,0.62,1148.0,0.62
Manantial,1298945.581,1837079.91,Otro,6.47,628.2,25.4,308.3,0.355,628.2,0.355
Manantial,1302160.314,1836991.228,Otro,7.01,705.1,28.0,346.0,0.394,705.1,0.394
Manantial,1302667.173,1837693.645,Otro,8.14,1054.0,28.6,517.2,0.572,1054.0,0.572
Pozo,1178841.395,1793660.735,,8.31,4568.0,0.0,4568.0,5.132,4568.0,5.132
Pozo,1132643.892,1765264.65,,8.31,9332.0,0.0,8597.0,0.964,9332.0,0.964
Pozo,1181585.0,1765831.0,Ganadería,7.95,1863.0,35.0,913.3,0.995,1863.0,0.995
Pozo,1159912.0,1756861.0,Ganadería,7.56,1108.0,32.1,543.6,0.6,1108.0,0.6
Aljibe,1218411.0,1769174.0,Agricultura,7.29,877.6,30.0,432.0,0.483,877.6,0.483
Pozo,1225063.0,1817639.0,Agricultura-Ganadería,7.56,1259.0,34.1,617.6,0.677,1259.0,0.677
Pozo,1180025.0,1767278.0,Ganadería,7.46,1798.0,32.5,881.7,0.961,1798.0,0.961
Pozo,1171884.0,1757452.0,Ganadería,7.13,1128.0,31.1,553.2,0.61,1128.0,0.61
Pozo,1177928.0,1767110.0,Ganadería,7.48,1409.0,33.1,690.8,0.756,1409.0,0.756
Manantial,1119023.0,1657606.0,Forestal,0.0,0.0,0.0,0.0,0.0,337.9,0.213
Manantial,1117405.0,1657727.0,Forestal,0.0,0.0,0.0,0.0,0.0,479.8,0.282
Pozo,1117152.0,1657560.0,Ganadería,0.0,0.0,0.0,0.0,0.0,1050.0,0.57
Manantial,1117068.0,1650340.0,Forestal,0.0,0.0,0.0,0.0,0.0,196.0,0.643
Manantial,1114278.0,1647612.0,Forestal,0.0,0.0,0.0,0.0,0.0,387.7,0.237
Aljibe,1112794.0,1649442.0,Forestal,0.0,0.0,0.0,0.0,0.0,1561.0,0.835
Manantial,1118157.0,1656141.0,Forestal,0.0,0.0,0.0,0.0,0.0,290.3,0.19
Manantial,1127604.0,1669373.0,Forestal,0.0,0.0,0.0,0.0,0.0,510.2,0.297
Pozo,1125437.0,1669834.0,Agricultura,0.0,0.0,0.0,0.0,0.0,656.2,0.371
Pozo,1138629.0,1713505.0,Forestal,0.0,0.0,0.0,0.0,0.0,734.6,0.409
